,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
367,bushehr,0,IR,1633610170,62,28.9684,50.8385,91.49,11.5
368,syracuse,15,IT,1633610171,48,37.0881,15.2792,76.37,22.19
369,harper,60,LR,1633610171,74,4.375,-7.7169,82.26,8.48
370,kavaratti,97,IN,1633610172,76,10.5669,72.642,82.81,7.47
371,rio gallegos,0,AR,1633609910,81,-51.6226,-69.2181,37.45,5.75
372,ipu,37,BR,1633610173,43,-4.3222,-40.7108,89.76,6.49
373,san quintin,100,MX,1633610173,88,30.4833,-115.95,65.3,9.6
374,odienne,100,CI,1633610174,60,9.51,-7.5692,86.16,5.19
375,quatre cocos,42,MU,1633610174,71,-20.2078,57.7625,79.09,4.03
376,rincon,90,US,1633610058,99,32.296,-81.2354,75.38,6.91
377,morgantown,90,US,1633610111,92,39.6295,-79.9559,69.19,0.0
378,kachiry,100,KZ,1633610176,72,53.0675,76.1036,43.48,11.25
379,magdalena,100,PH,1633610176,92,14.1999,121.429,81.72,1.45
380,dingle,100,PH,1633610177,88,10.9995,122.6711,77.7,1.79
381,fort-shevchenko,18,KZ,1633610178,38,44.5086,50.263,53.94,18.66
382,douglas,90,US,1633610178,95,41.3,-96.167,63.7,0.0
383,souillac,40,MU,1633610179,65,-20.5167,57.5167,79.36,17.27
384,batagay-alyta,100,RU,1633610179,65,67.8006,130.4114,24.84,6.22
385,karratha,0,AU,1633610180,68,-20.7377,116.8463,76.32,6.35
386,kirkuk,0,IQ,1633610180,13,35.4681,44.3922,85.33,6.38
387,deputatskiy,100,RU,1633610181,74,69.3,139.9,19.35,7.34
388,otradnoye,45,RU,1633610182,47,59.7775,30.8181,58.17,11.16
389,skibbereen,100,IE,1633610182,97,51.55,-9.2667,62.4,16.06
390,byron bay,100,AU,1633610183,71,-28.65,153.6167,71.71,10.4
391,bulnes,0,CL,1633610183,50,-36.7423,-72.2985,55.42,1.77
392,vizinga,7,RU,1633610184,71,61.0749,50.1031,48.22,9.73
393,saint-pierre,90,RE,1633610185,73,-21.3393,55.4781,78.44,6.91
394,port-gentil,75,GA,1633610185,74,-0.7193,8.7815,80.56,9.22
395,calvinia,100,ZA,1633610186,20,-31.4707,19.776,75.13,17.2
396,clyde river,93,CA,1633610186,96,70.4692,-68.5914,33.57,2.59
397,saint-augustin,17,CA,1633610187,51,51.226,-58.6502,47.28,13.87
398,prado,40,BR,1633610187,62,-17.3411,-39.2208,82.49,8.9
399,gharo,100,PK,1633610188,59,24.7424,67.5856,88.02,14.76
400,sorong,100,ID,1633610189,84,-0.8833,131.25,80.11,7.34
401,fuling,100,CN,1633610190,94,29.7022,107.3919,66.7,1.61
402,madisonville,100,US,1633610190,96,37.3281,-87.4989,66.4,5.17
403,pizarro,100,CO,1633610191,96,4.9533,-77.366,75.4,2.98
404,kinshasa,40,CD,1633610084,52,-4.3246,15.3215,91.78,8.05
405,tahmek,100,MX,1633610191,88,20.8833,-89.2667,76.96,2.84
406,touros,59,BR,1633610192,60,-5.1989,-35.4608,85.1,17.09
407,rock springs,90,US,1633609895,92,41.5875,-109.2029,45.05,10.36
408,taltal,100,CL,1633610193,76,-25.4,-70.4833,59.67,4.76
409,mokhsogollokh,100,RU,1633610193,77,61.4681,128.9203,29.28,6.31
410,zabol,0,AF,1633610194,9,32.25,67.25,70.75,12.28
411,minas,5,UY,1633610006,59,-34.3759,-55.2377,50.52,7.0
412,silver city,1,US,1633610195,63,32.7701,-108.2803,61.68,5.01
413,kikwit,20,CD,1633610195,30,-5.041,18.8162,97.72,4.27
414,northam,100,GB,1633610196,88,51.0333,-4.2167,68.67,10.47
415,preeceville,97,CA,1633610196,45,51.95,-102.6677,56.7,15.03
416,rhyl,97,GB,1633610197,89,53.3196,-3.4886,70.2,11.01
417,basco,100,PH,1633610198,82,20.4487,121.9702,82.29,11.52
418,flinders,100,AU,1633610198,70,-34.5833,150.8552,62.2,6.67
419,pampa,1,US,1633610199,63,35.5362,-100.9599,60.84,10.36
420,camopi,100,GF,1633610199,62,3.1655,-52.3158,85.78,4.16
421,liverpool,75,GB,1633609568,78,53.4106,-2.9779,69.51,1.99
422,belize,100,BZ,1633610200,99,17.25,-88.75,74.43,1.92
423,keokuk,100,US,1633610201,100,40.3973,-91.3849,67.21,4.61
424,leshukonskoye,2,RU,1633610202,65,64.8989,45.7622,49.87,13.69
425,tiznit,96,MA,1633610202,17,29.5833,-9.5,89.78,13.02
426,turkistan,10,KZ,1633610017,16,43.0,68.0,53.73,31.23
427,alta,75,NO,1633610203,70,69.9689,23.2717,40.26,8.99
428,chany,100,RU,1633610204,73,55.3121,76.7647,43.02,11.01
429,horodyshche,11,UA,1633610204,27,49.2849,31.4451,52.66,15.52
430,gorodets,5,RU,1633610205,47,56.6514,43.475,53.28,2.71
431,ugoofaaru,100,MV,1633610206,80,5.6667,73.0,82.96,13.82
432,cartagena,75,CO,1633610206,89,10.3997,-75.5144,82.02,5.75
433,termiz,0,UZ,1633610207,20,37.2242,67.2783,71.69,9.22
434,digapahandi,30,IN,1633610207,86,19.3667,84.5833,80.35,3.76
435,aloleng,100,PH,1633610364,81,16.1307,119.7824,80.35,8.39
436,capitan bado,99,PY,1633610364,88,-23.2667,-55.5333,70.7,9.1
437,inuvik,1,CA,1633610365,83,68.3499,-133.7218,29.26,6.91
438,itarema,96,BR,1633610365,53,-2.9248,-39.9167,88.88,14.09
439,lahat,98,ID,1633610366,93,-3.8,103.5333,75.06,2.68
440,russell,90,US,1633610366,91,32.3502,-85.1999,72.0,0.0
441,shihezi,100,CN,1633610367,76,44.3,86.0333,38.93,4.85
442,linxia,0,CN,1633610350,62,35.6003,103.2064,59.7,2.35
443,gulu,58,UG,1633610367,69,2.7746,32.299,77.74,1.7
444,ust-karsk,0,RU,1633610368,62,52.7011,118.8077,33.96,2.75
445,emerald,15,AU,1633610368,48,-23.5333,148.1667,73.54,13.8
446,halifax,75,CA,1633609727,92,44.6453,-63.5724,55.53,4.61
447,mogadishu,22,SO,1633610369,72,2.0371,45.3438,79.75,19.19
448,bonito,100,BR,1633610370,93,-21.1211,-56.4819,73.0,0.4
449,nioki,94,CD,1633610370,35,-2.7167,17.6833,97.11,3.22
450,bertoua,100,CM,1633610371,84,4.5833,13.6833,77.29,2.57
451,axim,67,GH,1633610372,73,4.8699,-2.2405,82.85,7.56
452,mayo,40,US,1633610372,88,38.8876,-76.5119,67.55,5.01
453,shellbrook,100,CA,1633610373,64,53.2168,-106.4011,40.23,11.74
454,abu samrah,0,SY,1633610373,16,35.3029,37.1841,81.88,7.9
455,heinola,100,FI,1633610374,87,61.2056,26.0381,50.09,11.61
456,bristol,0,US,1633610117,95,41.8334,-71.1662,62.51,2.24
457,yumen,95,CN,1633610374,34,40.2833,97.2,55.49,7.02
458,marawi,100,PH,1633610375,95,7.9986,124.2928,72.64,0.67
459,male,75,MV,1633610375,74,4.1748,73.5089,85.95,13.8
460,kieta,11,PG,1633610376,83,-6.2167,155.6333,78.62,3.33
461,kukes,100,AL,1633610376,84,42.0769,20.4219,57.78,3.69
462,kungurtug,100,RU,1633610377,97,50.5994,97.5228,32.34,5.19
463,gweta,94,BW,1633610377,16,-20.1833,25.2333,96.19,5.75
464,urusha,23,RU,1633610378,87,54.05,122.9,28.22,1.81
465,chiang klang,99,TH,1633610379,77,19.2938,100.8617,80.15,0.63
466,coihaique,0,CL,1633610379,70,-45.5752,-72.0662,40.95,0.0
467,ilhabela,97,BR,1633610380,90,-23.7781,-45.3581,70.92,10.85
468,bulolo,38,PG,1633610380,97,-7.2,146.65,69.42,2.37
469,omsukchan,46,RU,1633610381,97,62.5333,155.8,4.39,2.95
470,antalaha,39,MG,1633610381,62,-14.9003,50.2788,76.64,6.33
471,kamaishi,100,JP,1633610382,94,39.2667,141.8833,65.82,16.35
472,lulea,75,SE,1633610382,82,65.5842,22.1547,51.87,8.05
473,monaco-ville,20,FR,1633610383,54,43.731,7.4248,73.78,1.99
474,prabumulih,97,ID,1633610383,92,-3.45,104.25,76.06,1.61
475,weatherford,0,US,1633610384,77,32.7593,-97.7972,64.74,5.77
476,tarko-sale,100,RU,1633610384,84,64.9225,77.785,44.29,13.6
477,ludvika,99,SE,1633610385,72,60.1496,15.1878,55.6,9.06
478,cidreira,11,BR,1633610386,53,-30.1811,-50.2056,63.16,9.06
479,guerrero negro,100,MX,1633610386,81,27.9769,-114.0611,67.84,13.27
480,bandar-e anzali,100,IR,1633610386,80,37.4727,49.4622,57.31,6.67
481,chadan,98,RU,1633610387,82,51.2833,91.5833,30.51,5.32
482,gewane,80,ET,1633610388,27,10.1664,40.6453,96.44,3.18
483,turka,24,UA,1633610389,51,49.1541,23.0297,59.25,10.47
484,quirinopolis,14,BR,1633610389,36,-18.4483,-50.4517,90.54,9.31
485,rozhyshche,0,UA,1633610390,42,50.9154,25.2691,55.13,15.57
486,korla,100,CN,1633610353,48,41.7597,86.1469,56.01,17.78
487,bonthe,98,SL,1633610390,73,7.5264,-12.505,82.69,9.15
488,bathsheba,75,BB,1633610391,89,13.2167,-59.5167,79.41,24.16
489,tacuarembo,1,UY,1633610391,61,-31.7333,-55.9833,52.47,11.63
490,nongpoh,7,IN,1633610392,97,25.9,91.8833,78.37,2.89
491,kedrovoye,7,RU,1633610393,62,57.1576,60.5698,47.64,9.71
492,antofagasta,68,CL,1633610393,61,-23.65,-70.4,66.22,2.19
493,nelson bay,89,AU,1633610394,77,-32.7167,152.15,64.09,17.98
494,senanga,84,ZM,1633610394,11,-16.1167,23.2667,99.61,7.94
495,ixtapa,90,MX,1633610395,94,20.7,-105.2,74.23,9.22
496,ippy,52,CF,1633610395,60,6.2679,21.2247,85.89,3.76
497,comodoro rivadavia,0,AR,1633610396,43,-45.8667,-67.5,51.66,10.36
498,kyzyl-suu,100,KG,1633610397,95,42.3414,78.0056,35.78,2.62
499,nalut,33,LY,1633610398,24,30.3333,10.85,87.44,5.68
500,sayansk,10,RU,1633610399,70,54.1088,102.1648,33.64,2.44
501,tazovskiy,100,RU,1633610399,94,67.4667,78.7,41.47,14.41
502,imbituba,100,BR,1633610335,71,-28.24,-48.6703,64.81,13.35
503,buyukcavuslu,40,TR,1633610400,59,41.2423,28.0646,66.6,20.71
504,baijiantan,100,CN,1633610401,26,45.6333,85.1833,47.91,15.97
505,ekuvukeni,19,ZA,1633610402,38,-28.4675,30.1551,81.28,9.35
506,kabare,86,CD,1633610403,69,-2.4683,28.8242,71.6,1.66
507,riyadh,0,SA,1633610404,14,24.6877,46.7219,100.54,10.83
508,ogulin,100,HR,1633610404,99,45.2661,15.2286,57.29,16.55
509,ketchikan,100,US,1633610112,90,55.3422,-131.6461,46.38,12.33
510,honningsvag,75,NO,1633610406,75,70.9821,25.9704,38.95,16.11
511,ko samui,20,TH,1633610406,74,9.5357,99.9357,82.31,11.5
512,tchollire,58,CM,1633610407,56,8.4022,14.1698,88.27,3.27
513,kailua,90,US,1633610407,68,21.4022,-157.7394,78.78,8.05
514,miri,20,MY,1633610298,84,4.4148,114.0089,84.34,5.75
515,takoradi,63,GH,1633610408,75,4.8845,-1.7554,82.22,7.85
516,martapura,29,ID,1633610409,83,-3.4167,114.85,80.69,3.44
517,dalvik,100,IS,1633610410,96,65.9702,-18.5286,42.73,9.13
518,sivas,0,TR,1633610410,35,39.7916,37.0019,59.63,6.91
519,kamuli,40,UG,1633610411,50,0.9472,33.1197,81.9,2.84
520,samarai,77,PG,1633610412,86,-10.6167,150.6667,80.19,8.43
521,bathurst,100,AU,1633610413,90,-33.4166,149.5806,43.39,3.13
522,tahta,0,EG,1633610413,19,26.7693,31.5021,86.11,13.67
523,goias,68,BR,1633610414,19,-15.5807,-49.6362,95.16,8.28
524,bato,100,PH,1633610414,92,13.3528,123.3677,77.02,3.53
525,libenge,81,CD,1633610415,52,3.65,18.6333,90.1,1.88
526,komsomolskiy,100,UZ,1633610415,58,40.4272,71.7189,60.22,2.3
527,port hardy,40,CA,1633610416,100,50.6996,-127.4199,42.8,2.3
528,bhunya,100,SZ,1633610417,87,-26.55,31.0167,62.82,3.51
529,mantua,100,IT,1633610295,73,45.1667,10.7833,66.34,3.0
530,butzow,41,DE,1633610418,54,53.85,11.9833,64.2,3.36
531,constitucion,0,CL,1633610418,66,-35.3333,-72.4167,57.49,10.02
532,leningradskiy,100,RU,1633610419,97,69.3833,178.4167,22.89,4.34
533,ponta grossa,100,BR,1633610208,82,-25.095,-50.1619,69.71,2.21
534,broome,90,US,1633610420,82,42.2506,-75.833,63.55,1.01
535,pobe,95,BJ,1633610421,58,6.9801,2.6649,88.75,2.42
536,mildura,77,AU,1633610421,38,-34.2,142.15,55.36,4.61
537,tornio,100,FI,1633610422,91,65.8481,24.1466,50.02,11.18
538,bar harbor,1,US,1633610423,81,44.3876,-68.2039,62.53,4.0
539,gijon,4,ES,1633610423,62,43.5357,-5.6615,73.45,10.0
540,lokosovo,100,RU,1633610424,86,61.1333,74.8167,43.57,9.13
541,cockburn town,1,TC,1633610425,75,21.4612,-71.1419,82.63,19.22
542,sarh,40,TD,1633610425,46,9.1429,18.3923,94.91,6.91
543,la ronge,75,CA,1633610426,81,55.1001,-105.2842,44.85,10.36
544,lerwick,100,GB,1633610315,98,60.1545,-1.1494,53.6,17.6
545,alihe,16,CN,1633610427,80,50.5667,123.7167,37.15,3.04
546,ornskoldsvik,75,SE,1633610428,71,63.2909,18.7153,57.02,12.66
547,beesel,51,NL,1633610428,69,51.2683,6.0389,65.43,1.68
548,kiunga,100,PG,1633610429,99,-6.1219,141.2906,74.26,3.47
549,marystown,45,CA,1633610430,100,47.1666,-55.1483,51.85,9.95
550,antipovka,0,RU,1633610430,32,49.8299,45.3122,51.44,12.5
551,togitsu,40,JP,1633610431,69,32.8333,129.85,75.18,4.61
552,ballina,100,AU,1633610431,73,-28.8667,153.5667,71.78,4.61
553,paita,98,PE,1633610432,85,-5.0892,-81.1144,65.07,12.19
554,payo,100,ID,1633610432,93,-3.7508,103.6372,75.2,2.24
555,mahibadhoo,100,MV,1633610433,75,3.7833,72.9667,83.61,12.84
556,kisangani,59,CD,1633610433,37,0.5167,25.2,94.69,0.6
557,fukuma,0,JP,1633610434,71,33.7667,130.4667,78.1,1.97
